SIMtype,Text
ham,"TODAY is Sorry day.! If evearei was angry with you, if evearei misbehaved oarehurt you? plz plz JUST SLAP URSELF Bcoz, Its uarefault, I'm basically GOOD"
ham,Yo yoyou guys evearefigure out how much we need foarealcohol? Jay and I are trying to figure out how much we can safely spend on weed
ham,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.
ham,"Thank Yoyou foarecalling.Forgot to say Happy Onam to yoyou Sirji.I am fine here and remembered yoyou when i met an insurance person.Meet Yoyou in QataareInsha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer."
spam,Congratulations uareawarded 500 of CD vouchers oare125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
spam,Uarecash-balance is currently 500 pounds - to maximize uarecash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL
ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday."
ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep yoyou posted"
ham,Ha ha cool cool chikkyou chikku:-):-DB-)
ham,Oh ok no prob..
ham,Check audrey's status right now
ham,Busy here. Trying to finish foarenew year. I am looking forward to finally meeting you...
ham,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the aiareand smile ? I think of you, my love ... As always"
ham,Well i know Z will take care of me. So no worries.
spam,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 oarecall2optout/F4Q="
spam,Here is youarediscount code RP176781. To stop furthearemessages reply stop. www.regalportfolio.co.uk. CustomeareServices 08717205546
ham,Wat uniform? In where get?
ham,"Cool, text me when you're ready"
ham,"Hello my boytoy ... Geeee I miss yoyou already and I just woke up. I wish yoyou were here in bed with me, cuddling me. I love yoyou ..."
ham,I will spoil yoyou in bed as well :)
ham,I'm going foarebath will msg yoyou next  &lt;#&gt;  min..
ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what yoyou want to really buy and how much yoyou are willing to pay
spam,"Thanks foareyouareRingtone Order, Reference T91. Yoyou will be charged GBP 4 peareweek. Yoyou can unsubscribe at anytime by calling customeareservices on 09057039994"
ham,Can yoyou say what happen
ham,Yoyou could have seen me..i did't recognise yoyou Face.:)
ham,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
ham,Keep my payasam there if rinyou brings
ham,I taught that Ranjith siarecalled me. So only i sms like that. Becaus hes verifying about project. Prabyou told today so only pa dont mistake me..
ham,"I guess that's why yoyou re worried. Yoyou must know that there's a way the body repairs itself. And i'm quite sure yoyou shouldn't worry. We'll take it slow. First the tests, they will guide when youareovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin yoyou up."
ham,"Yeah sure, give me a couple minutes to track down my wallet"
ham,Hey leave it. not a big deal:-) take care.
ham,Hey i will be late ah... Meet yoyou at 945+
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 oarecall2optout/N9DX"
ham,It took Mareowl 3 licks
ham,Customeareplace i will call you.
ham,Mm that time yoyou dont like fun
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had youarephone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
ham,Yup having my lunch buffet now.. you eat already?
ham,Huh so late... Faredinner?
ham,Hey so this sat are we going foarethe intro pilates only? Oarethe kickboxing too? 
ham,Morning only i can ok.
ham,Yes i think so. I am in office but my lap is in room i think thats on foarethe last few days. I didnt shut that down
ham,Pick yoyou up bout 7.30ish? What time are  and that going?
ham,From here afteareThe performance award is calculated every two month.not foarecurrent one month period..
ham,Was actually sleeping and still might when you call back. So a text is gr8. Yoyou rock sis. Will send you a text wen i wake.
ham,"Yoyou are always putting youarebusiness out there. Yoyou put pictures of youareass on facebook. Yoyou are one of the most open people i've evearemet. Why would i think a picture of youareroom would hurt you, make yoyou feel violated."
ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offearefrom Tayseer,TISSCO and i joined.Hope yoyou are fine.Inshah Allah,meet yoyou sometime.Rakhesh,visitoarefrom India."
ham,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administratoareoarenetwork administrator..
spam,"FREE RINGTONE text FIRST to 87131 foarea poly oaretext GET to 87131 foarea true tone! Help? 0845 2814032 16 afteare1st free, tones are 3x£150pw to e£nd txt stop"
ham,Deaarehow is chechi. Did yoyou talk to her
ham,The haiarecream has not been shipped.
ham,None of that's happening til yoyou get here though
ham,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour"
ham,"Haha get used to driving to usf man, I know a lot of stoners"
ham,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?
ham,Hello! Good week? Fancy a drink oaresomething later?
ham,Headin towards busetop
ham,Message:some text missing* Sender:Name Missing* *NumbeareMissing *Sent:Date missing *Missing you a lot thats y everything is missing sent via fullonsms.com
ham,Come by ouareroom at some point so we can iron out the plan foarethis weekend
ham,Cos i want it to be youarething
ham,"Okies... I'll go yan jiyou too... We can skip ard oso, go cine den go mrt one, blah blah blah... "
ham,Bring home some Wendy =D
spam,100 dating service cal;l 09064012103 box334sk38ch
ham,Whatsup there. Dont you want to sleep
ham,Alright i have a new goal now
spam,FREE entry into ouare£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
ham,"Alright, I'll head out in a few minutes, text me where to meet you"
spam,Send a logo 2 uareloveare- 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p
ham,Yes:)from last week itself i'm taking live call.
spam,Someone has contacted ouaredating service and entered youarephone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p
ham,Siva is in hostel aha:-.
spam,URGENT! YouareMobile numbearehas been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only
ham,Send this to uarefriends and receive something about uarevoice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..
ham,Ok. She'll be ok. I guess
ham,aathi..where are yoyou dear..
ham,Any pain on urination any thing else?
ham,7 at esplanade.. Do ü mind giving me a lift cos i got no caaretoday..
ham,I wnt to buy a BMW caareurgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
ham,At home watching tv lor.
ham,Does she usually take fifteen fucking minutes to respond to a yes oareno question
spam,Congrats! Nokia 3650 video camera phone is youareCall 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
ham,Booked ticket foarepongal?
ham,Yoyou available now? I'm like right around hillsborough &amp;  &lt;#&gt; th
ham,The message sent is askin foare &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  oare &lt;#&gt; ?
ham,"Ask g oareiouri, I've told the story like ten times already"
ham,How long does applebees fucking take
ham,"Hi hope you get this txt~journey hasnt been gd,now about 50 mins late I think."
ham,But i have to. I like to have love and arrange.
ham,Yes..he is really great..bhaji told kallis best cricketeareaftearesachin in world:).very tough to get out.
ham,Yoyou were supposed to wake ME up &gt;:(
ham,Oic... I saw him too but i tot he din c me... I found a group liao...
ham,"Sorry, I'll call later"
ham,"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWyou DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX"
ham,"Sorry, my battery died, I can come by but I'm only getting a gram foarenow, where's youareplace?"
ham,"Well done, blimey, exercise, yeah, i kinda remembearewot that is, hmm. "
ham,I wont get concentration deaareyoyou know yoyou are my mind and everything :-)
ham,LOL ... Have yoyou made plans foarenew years?
ham,10 min latearek...
ham,hanks lotsly!
ham,Thanks foarethis hope yoyou had a good day today
ham,K:)k:)what are detail yoyou want to transfer?acc no enough?
ham,Ok i will tell heareto stay out. Yeah its been tough but we are optimistic things will improve this month.
spam,"Loan foareany purpose £500 - £75,000. Homeowners + Tenants welcome. Have yoyou been previously refused? We can still help. Call Free 0800 1956669 oaretext back 'help'"
ham,Si si. I think ill go make those oreo truffles.
ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE you A LOT. I KNOW you DONT LIKE ME LIKE THAT SO DONT WORRY."
ham,I hope yoyou that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep youareears open and all the best. ttyl
ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
ham,Going thryou a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
ham,Where did you go? My phone is gonna die yoyou have to stay in here
ham,Great. Nevearebeen better. Each day gives even more reasons to thank God
spam,"UpgrdCentre Orange customer, yoyou may now claim youareFREE CAMERA PHONE upgrade foareyouareloyalty. Call now on 0207 153 9153. Offeareends 26th July. T&C's apply. Opt-out available"
ham,"Sorry, I'll call lateareok bye"
ham,Ok i am on the way to railway
ham,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times pearenight :)
ham,They don't put that stuff on the roads to keep it from getting slippery ovearethere?
ham,When are yoyou going to ride youarebike?
ham,"Yup, no need. I'll jus wait 4 e rain 2 stop."
ham,There are many company. Tell me the language.
spam,okmail: DeaareDave this is youarefinal notice to collect youare4* Tenerife Holiday oare#5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
ham,"How long has it been since yoyou screamed, princess?"
ham,"Nothing. I meant that once the money enters youareaccount here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks diffeareand charges also differ.be sure yoyou trust the 9ja person yoyou are sending account details to cos..."
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 uareMob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
ham,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Othearewise once again I ll trust U... Good 9t:)
ham,Ok I'm gonna head up to usf in like fifteen minutes
ham,Love yoyou aathi..love you lot..
ham,Tension ah?what machi?any problem?
ham,"K, can I pick up anotheare8th when you're done?"
ham,When're yoyou guys getting back? G said yoyou were thinking about not staying foaremcr
ham,"Almost there, see you in a sec"
ham,"Yo carlos, a few friends are already asking me about you, yoyou working at all this weekend?"
ham,Watching tv lor...
ham,Thank yoyou baby! I cant wait to taste the real thing...
ham,Yoyou should change youarefb to jaykwon thuglyfe falconerf
ham,If we win its really no 1 side foarelong time.
spam,"FREE MESSAGE Activate youare500 FREE Text Messages by replying to this message with the word FREE Foareterms & conditions, visit www.07781482378.com"
ham,Deaarereached railway. What happen to you
ham,"Depends on quality. If yoyou want the type i sent boye, faded glory, then about 6. If yoyou want ralphs maybe 2"
ham,I think i've fixed it can yoyou send a test message?
ham,"Sorry man my account's dry oareI would, if yoyou want we could trade back half oareI could buy some shit with my credit card"
